scenario,direction_deg,wave_deg,mode,seed,controller,wall,radial_rms,radial_max,dc_ex,dc_ey,dc_radial,std_x,std_y,depth_std,pitch_mean,pitch_max,IAE,IAE_norm,settling_time,ss_error,control_effort,slew,sat_freq,band_dc,band_wave,band_high,est_err_rms,w_x,w_y,n_fail
square,300.6,232.9,NONE,0,pid,1.21,1.2471656434446945,4.010044376695693,-0.027460260592884044,0.3120339881321223,0.3132399649812688,0.8809024885101362,0.8254172716050964,7.946038569208896e-15,-1.3667921161567211e-14,7.613606935535015e-13,17.909528828675874,0.5996987569122221,0.0,0.5996987569122221,334.9449254904874,392.59315013079186,0.0,3.928481471750554e-18,0.73741071324321,0.15267131328689942,0.0,0.0,0.0,0
square,300.6,232.9,NONE,0,mpc,1.76,1.9543489064820778,5.926323103172139,0.00035055696452961186,0.5631067356339756,0.5631068447519861,1.3508813286320605,1.2951872318759303,0.01735230197530613,-0.011814009986772823,0.03289166242454192,27.483688478739154,0.9939261812453809,21.031999999999222,0.9939261812453809,702.4374742620008,1129.423983513998,0.0,3.7918386379505344e-17,1.2006819211779192,0.1637617426846104,0.0,0.0,0.0,0
square,300.6,232.9,NONE,0,dobmpc,2.44,1.9815071337356251,5.964960460506211,0.006962748209705029,0.5759139947095407,0.5759560826703132,1.3754098381132458,1.3049493818158369,0.014859635743984459,-0.011909479255768718,0.02783154168882099,27.88455449429109,1.0071614562059872,21.031999999999222,1.0071614562059872,697.8881702927556,1134.0927535545802,0.0,3.176945885850448e-17,1.2259258760673264,0.16414185726914857,0.213431634902208,-0.005530838709739246,-0.00805738516442152,0
square,300.6,232.9,C,0,pid,1.24,1.2454178671643197,4.539848101651383,-0.05719343191682417,0.40669627061716684,0.41069811928999167,0.7675716805540196,0.8906326031957648,0.10512454128989022,-2.312251985213141,11.60340149084474,23.75979182311788,0.6922545910895082,0.0,0.6922545910895082,417.5742266545236,399.1128365178889,0.0,2.76701738445039e-17,0.6228821432739399,0.15934473439331284,0.0,0.0,0.0,0
square,300.6,232.9,C,0,mpc,1.8,2.8754011466623064,8.940131361894668,1.3418526776529,-1.795268374424995,2.2413293253635937,1.0751307388948603,1.4451534533659312,0.011695681972682283,-0.03281589157379991,0.060675650201443276,79.17614334473366,2.731419324042955,8.287999999999437,2.731419324042955,771.7544561307724,1003.2354823744921,0.0,1.5372318802502167e-16,0.9497750737501472,0.17821459426271635,0.0,0.0,0.0,0
square,300.6,232.9,C,0,dobmpc,2.47,1.796740796451462,5.9663361430793405,-0.1110908672338253,0.5046652475906258,0.5167477072116248,1.2884117872714147,1.1407209839152788,0.0009528431289870676,-0.04554714037187656,0.11868423150896827,26.621771055824745,0.8812165618958636,20.92799999999928,0.8812165618958636,690.0007547578211,828.4045919281289,0.0,1.6226336513752288e-18,1.122810687690908,0.15953459948683038,0.10921050240356837,0.9858342244140882,-1.6074440933108327,0
square,300.6,232.9,CD,0,pid,1.29,1.2415530668718433,4.516191803822165,-0.04982233655434236,0.39597512599154466,0.3990971881932443,0.7660742057864967,0.8917991721591325,0.10245961934265589,-2.2666829377212867,11.231631889155258,23.492514590385742,0.6879036445400926,0.0,0.6879036445400926,416.0596682165211,403.1801280899408,0.0,1.5713925887002215e-17,0.6217782688797108,0.15904951985340046,0.0,0.0,0.0,0
square,300.6,232.9,CD,0,mpc,1.88,2.8843962097588385,8.826157032294054,1.360075042965264,-1.8119993326837642,2.2656446553118985,1.0648058560965434,1.4327540890014205,0.011694510020612827,-0.03265611381736584,0.06006825153465592,78.7694180930188,2.74417615092104,8.287999999999437,2.74417615092104,770.1814891823477,1005.5180474116523,0.0,8.881784197001253e-17,0.9383341008553818,0.17824910115464038,0.0,0.0,0.0,0
square,300.6,232.9,CD,0,dobmpc,2.54,1.7957401498102303,5.956785667724679,-0.11164845595516636,0.503329125341873,0.5155633677198058,1.2886441971707814,1.1394179358795231,0.0009551150799127313,-0.04548679641423634,0.11940285236442212,26.593727623898182,0.8811353911372761,20.92799999999928,0.8811353911372761,688.4988809096996,877.5742162449715,0.0,3.279428011200462e-17,1.1229038605302877,0.1593860298350494,0.13143807786749706,1.0004077174576986,-1.6216275554893036,0
square,300.6,232.9,CW,0,pid,2.04,1.9610422031994166,5.280179963654038,-0.053910629902766995,0.3233871811456226,0.3278500037300973,1.3187197818452412,1.413923277534335,0.2525453869274322,0.3335955372200404,18.225407582751753,43.2745519376231,1.7036937786046578,20.667999999999424,1.7036937786046578,456.57587618113814,434.5082766758798,0.0,4.4408920985006264e-17,1.2244077538866647,0.16599891096896457,0.0,0.0,0.0,0
