scenario,direction_deg,wave_deg,mode,seed,controller,wall,radial_rms,radial_max,dc_ex,dc_ey,dc_radial,std_x,std_y,depth_std,pitch_mean,pitch_max,IAE,IAE_norm,settling_time,ss_error,control_effort,slew,sat_freq,band_dc,band_wave,band_high,est_err_rms,w_x,w_y,n_fail
square,300.6,232.9,NONE,0,pid,21.78,1.3788558810501343,4.010044376695693,-0.0013524868919072574,0.0195567588238046,0.0196034700113332,0.9750427392392945,0.9747568421543861,6.898214597491063e-15,-3.184093700440171e-14,8.697195241071757e-13,193.0138569163054,0.7209046426787425,0.0,0.7209046426787425,4080.0225794984176,4415.064585107648,0.0,0.005625057382836308,0.6982688493742986,0.1611912147273503,0.0,0.0,0.0,0
square,300.6,232.9,NONE,0,mpc,29.66,2.0870494289426804,5.926323103172139,0.018479870618811275,0.012899545698257995,0.022536723304629948,1.4685730245683042,1.48275442554152,0.017854431447300194,-0.012194641497547764,0.039229840757631015,304.95573470395595,1.1448177817077785,260.81600000051725,1.1448177817077785,8899.386186265048,14603.140428706829,0.0,0.018195228318996438,1.0753021833925862,0.1681985721036032,0.0,0.0,0.0,0
square,300.6,232.9,NONE,0,dobmpc,40.63,2.122841010072959,5.964960460506211,0.018636034590999807,0.014694583019036724,0.023732521049823253,1.496125403907758,1.505821867710138,0.015149071617013931,-0.012254414459691818,0.03672831574126004,310.0533247584182,1.1639719619217437,260.81600000051725,1.1639719619217437,8914.079931409995,14911.23978151788,0.0,0.01846062566997472,1.1022706967119502,0.16981302829754247,0.2195858824456367,-0.00011146339690447306,-0.0009257495888124432,0
square,300.6,232.9,C,0,pid,22.2,1.4995414756021415,4.539848101651383,-0.0032699928124854086,0.025788051860296993,0.02599454696168166,1.0440717091488094,1.076040513519072,0.0902732351180118,-1.7986621770380942,12.062760191961406,237.28814040363056,0.8767550181539682,0.0,0.8767550181539682,4894.366120024936,4441.039742102513,0.0,0.008833085557215029,0.7624803804588096,0.1618783127266055,0.0,0.0,0.0,0
square,300.6,232.9,C,0,mpc,30.53,3.4924346240665787,9.166569954808239,1.3067017139808226,-2.3579146186819386,2.6957801687664396,1.572232024481841,1.5677867668335468,0.00956182947666137,-0.029086829446858274,0.061356915550072104,847.8246421065127,3.171699883263737,248.31600000045756,3.171699883263737,9211.991500426895,12226.004101521316,0.0,0.0217497727212801,1.1573608190489513,0.17088640112786474,0.0,0.0,0.0,0
square,300.6,232.9,C,0,dobmpc,41.15,2.107455847257213,6.22576052182048,-0.12601770964051204,-0.07255996501058579,0.14541461984744805,1.4732902375061478,1.4998801993967112,0.007731683712438155,-0.027169179363946385,0.11909195916609673,306.1680845149288,1.1458189840833954,254.1660000004855,1.1458189840833954,8713.864171812835,11269.136712201927,0.0,0.02003896292107712,1.0884332936960437,0.16943434498805812,0.1746521223773395,0.9530138112203402,-1.684160010707554,0
square,300.6,232.9,CD,0,pid,22.82,1.497029122926113,4.516191803822165,-0.0033441914893223472,0.025566914996532145,0.02578470009825897,1.0433209380086694,1.073271989964557,0.08770006447164802,-1.7588555664710666,14.981813119148422,236.72375028409803,0.8752419565976542,0.0,0.8752419565976542,4879.203735510625,4476.722409703651,0.0,0.007572727918568075,0.7621784148682036,0.1618618497510882,0.0,0.0,0.0,0
square,300.6,232.9,CD,0,mpc,31.22,3.4727991743214073,9.10970465190234,1.296078214601692,-2.3370939313873342,2.6724196493987646,1.5702144536371305,1.5661845013483826,0.009545644339367504,-0.029038566540060453,0.061681164741114805,841.9805029496381,3.1506887872029083,248.31600000045756,3.1506887872029083,9189.985931932444,12278.088915440238,0.0,0.03515266020380641,1.1572217135147396,0.17096305263596864,0.0,0.0,0.0,0
square,300.6,232.9,CD,0,dobmpc,42.0,2.1069350955489825,6.220450289748945,-0.12469464137629567,-0.07195863348282666,0.14396804687387674,1.4735962775074223,1.4989872278480523,0.007698958653765455,-0.026912573330186963,0.1253546222071906,306.0850519484287,1.1455888506787522,254.1660000004855,1.1455888506787522,8696.279662714926,11722.769964423216,0.0,0.023130438666248487,1.0885177217289816,0.16943436525207126,0.18224380867576503,0.945441133875268,-1.6692971402607806,0
square,300.6,232.9,CW,0,pid,34.07,11.520270798737636,70.58275519953874,1.0060728481782746,-2.037354931481695,2.272223072824129,7.307580366175821,8.611208438741592,6.093165497814497,-2.7121269982968523,79.1544933820546,1784.317891200064,6.9182005152904456,261.3660000005199,6.9182005152904456,12454.930559013059,7320.27938810565,0.0,1.4317896298527069,6.275100530463119,0.23848611111056445,0.0,0.0,0.0,0
