scenario,direction,mode,controller,metric,mean,std
square,c300.6/w232.9,NONE,pid,radial_rms,1.3789,0.0000
square,c300.6/w232.9,NONE,pid,radial_max,4.0100,0.0000
square,c300.6/w232.9,NONE,pid,dc_ex,-0.0014,0.0000
square,c300.6/w232.9,NONE,pid,dc_ey,0.0196,0.0000
square,c300.6/w232.9,NONE,pid,dc_radial,0.0196,0.0000
square,c300.6/w232.9,NONE,pid,std_x,0.9750,0.0000
square,c300.6/w232.9,NONE,pid,std_y,0.9748,0.0000
square,c300.6/w232.9,NONE,pid,depth_std,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,pitch_mean,-0.0000,0.0000
square,c300.6/w232.9,NONE,pid,pitch_max,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,IAE,193.0139,0.0000
square,c300.6/w232.9,NONE,pid,IAE_norm,0.7209,0.0000
square,c300.6/w232.9,NONE,pid,settling_time,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,ss_error,0.7209,0.0000
square,c300.6/w232.9,NONE,pid,control_effort,4080.0226,0.0000
square,c300.6/w232.9,NONE,pid,slew,4415.0646,0.0000
square,c300.6/w232.9,NONE,pid,sat_freq,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,band_dc,0.0056,0.0000
square,c300.6/w232.9,NONE,pid,band_wave,0.6983,0.0000
square,c300.6/w232.9,NONE,pid,band_high,0.1612,0.0000
square,c300.6/w232.9,NONE,pid,est_err_rms,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,w_x,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,w_y,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,n_fail,0.0000,0.0000
square,c300.6/w232.9,NONE,mpc,radial_rms,1.0615,0.0000
square,c300.6/w232.9,NONE,mpc,radial_max,5.4053,0.0000
square,c300.6/w232.9,NONE,mpc,dc_ex,0.0240,0.0000
square,c300.6/w232.9,NONE,mpc,dc_ey,0.0144,0.0000
square,c300.6/w232.9,NONE,mpc,dc_radial,0.0280,0.0000
square,c300.6/w232.9,NONE,mpc,std_x,0.7034,0.0000
square,c300.6/w232.9,NONE,mpc,std_y,0.7944,0.0000
square,c300.6/w232.9,NONE,mpc,depth_std,0.0169,0.0000
square,c300.6/w232.9,NONE,mpc,pitch_mean,0.0060,0.0000
square,c300.6/w232.9,NONE,mpc,pitch_max,1.1775,0.0000
square,c300.6/w232.9,NONE,mpc,IAE,177.9331,0.0000
square,c300.6/w232.9,NONE,mpc,IAE_norm,0.6646,0.0000
square,c300.6/w232.9,NONE,mpc,settling_time,206.7160,0.0000
square,c300.6/w232.9,NONE,mpc,ss_error,0.6646,0.0000
square,c300.6/w232.9,NONE,mpc,control_effort,7431.3752,0.0000
square,c300.6/w232.9,NONE,mpc,slew,14823.7137,0.0000
square,c300.6/w232.9,NONE,mpc,sat_freq,0.0000,0.0000
square,c300.6/w232.9,NONE,mpc,band_dc,0.0087,0.0000
square,c300.6/w232.9,NONE,mpc,band_wave,0.3553,0.0000
square,c300.6/w232.9,NONE,mpc,band_high,0.1672,0.0000
square,c300.6/w232.9,NONE,mpc,est_err_rms,0.0000,0.0000
square,c300.6/w232.9,NONE,mpc,w_x,0.0000,0.0000
square,c300.6/w232.9,NONE,mpc,w_y,0.0000,0.0000
square,c300.6/w232.9,NONE,mpc,n_fail,0.0000,0.0000
square,c300.6/w232.9,NONE,dobmpc,radial_rms,1.0628,0.0000
square,c300.6/w232.9,NONE,dobmpc,radial_max,5.4006,0.0000
square,c300.6/w232.9,NONE,dobmpc,dc_ex,0.0244,0.0000
square,c300.6/w232.9,NONE,dobmpc,dc_ey,0.0143,0.0000
square,c300.6/w232.9,NONE,dobmpc,dc_radial,0.0283,0.0000
square,c300.6/w232.9,NONE,dobmpc,std_x,0.7039,0.0000
square,c300.6/w232.9,NONE,dobmpc,std_y,0.7958,0.0000
square,c300.6/w232.9,NONE,dobmpc,depth_std,0.0146,0.0000
square,c300.6/w232.9,NONE,dobmpc,pitch_mean,0.0057,0.0000
square,c300.6/w232.9,NONE,dobmpc,pitch_max,1.1638,0.0000
square,c300.6/w232.9,NONE,dobmpc,IAE,179.7209,0.0000
square,c300.6/w232.9,NONE,dobmpc,IAE_norm,0.6712,0.0000
square,c300.6/w232.9,NONE,dobmpc,settling_time,206.7160,0.0000
square,c300.6/w232.9,NONE,dobmpc,ss_error,0.6712,0.0000
square,c300.6/w232.9,NONE,dobmpc,control_effort,7423.9336,0.0000
square,c300.6/w232.9,NONE,dobmpc,slew,14933.9336,0.0000
square,c300.6/w232.9,NONE,dobmpc,sat_freq,0.0000,0.0000
square,c300.6/w232.9,NONE,dobmpc,band_dc,0.0078,0.0000
square,c300.6/w232.9,NONE,dobmpc,band_wave,0.3526,0.0000
square,c300.6/w232.9,NONE,dobmpc,band_high,0.1690,0.0000
square,c300.6/w232.9,NONE,dobmpc,est_err_rms,0.1735,0.0000
square,c300.6/w232.9,NONE,dobmpc,w_x,-0.0003,0.0000
square,c300.6/w232.9,NONE,dobmpc,w_y,0.0002,0.0000
square,c300.6/w232.9,NONE,dobmpc,n_fail,0.0000,0.0000
square,c300.6/w232.9,C,pid,radial_rms,1.4995,0.0000
square,c300.6/w232.9,C,pid,radial_max,4.5398,0.0000
square,c300.6/w232.9,C,pid,dc_ex,-0.0033,0.0000
square,c300.6/w232.9,C,pid,dc_ey,0.0258,0.0000
square,c300.6/w232.9,C,pid,dc_radial,0.0260,0.0000
square,c300.6/w232.9,C,pid,std_x,1.0441,0.0000
square,c300.6/w232.9,C,pid,std_y,1.0760,0.0000
square,c300.6/w232.9,C,pid,depth_std,0.0903,0.0000
square,c300.6/w232.9,C,pid,pitch_mean,-1.7987,0.0000
square,c300.6/w232.9,C,pid,pitch_max,12.0628,0.0000
square,c300.6/w232.9,C,pid,IAE,237.2881,0.0000
square,c300.6/w232.9,C,pid,IAE_norm,0.8768,0.0000
square,c300.6/w232.9,C,pid,settling_time,0.0000,0.0000
square,c300.6/w232.9,C,pid,ss_error,0.8768,0.0000
square,c300.6/w232.9,C,pid,control_effort,4894.3661,0.0000
square,c300.6/w232.9,C,pid,slew,4441.0397,0.0000
square,c300.6/w232.9,C,pid,sat_freq,0.0000,0.0000
square,c300.6/w232.9,C,pid,band_dc,0.0088,0.0000
square,c300.6/w232.9,C,pid,band_wave,0.7625,0.0000
square,c300.6/w232.9,C,pid,band_high,0.1619,0.0000
square,c300.6/w232.9,C,pid,est_err_rms,0.0000,0.0000
square,c300.6/w232.9,C,pid,w_x,0.0000,0.0000
square,c300.6/w232.9,C,pid,w_y,0.0000,0.0000
square,c300.6/w232.9,C,pid,n_fail,0.0000,0.0000
square,c300.6/w232.9,C,mpc,radial_rms,2.9824,0.0000
square,c300.6/w232.9,C,mpc,radial_max,6.6473,0.0000
square,c300.6/w232.9,C,mpc,dc_ex,1.2750,0.0000
square,c300.6/w232.9,C,mpc,dc_ey,-2.3383,0.0000
square,c300.6/w232.9,C,mpc,dc_radial,2.6633,0.0000
square,c300.6/w232.9,C,mpc,std_x,0.8419,0.0000
square,c300.6/w232.9,C,mpc,std_y,1.0451,0.0000
square,c300.6/w232.9,C,mpc,depth_std,0.0169,0.0000
square,c300.6/w232.9,C,mpc,pitch_mean,-0.0258,0.0000
square,c300.6/w232.9,C,mpc,pitch_max,0.7362,0.0000
square,c300.6/w232.9,C,mpc,IAE,755.7938,0.0000
square,c300.6/w232.9,C,mpc,IAE_norm,2.8394,0.0000
square,c300.6/w232.9,C,mpc,settling_time,260.1160,0.0000
square,c300.6/w232.9,C,mpc,ss_error,2.8394,0.0000
square,c300.6/w232.9,C,mpc,control_effort,7571.0992,0.0000
square,c300.6/w232.9,C,mpc,slew,12574.6759,0.0000
square,c300.6/w232.9,C,mpc,sat_freq,0.0000,0.0000
square,c300.6/w232.9,C,mpc,band_dc,0.0094,0.0000
square,c300.6/w232.9,C,mpc,band_wave,0.5157,0.0000
square,c300.6/w232.9,C,mpc,band_high,0.1691,0.0000
square,c300.6/w232.9,C,mpc,est_err_rms,0.0000,0.0000
square,c300.6/w232.9,C,mpc,w_x,0.0000,0.0000
square,c300.6/w232.9,C,mpc,w_y,0.0000,0.0000
square,c300.6/w232.9,C,mpc,n_fail,0.0000,0.0000
square,c300.6/w232.9,C,dobmpc,radial_rms,1.0609,0.0000
square,c300.6/w232.9,C,dobmpc,radial_max,5.1194,0.0000
square,c300.6/w232.9,C,dobmpc,dc_ex,-0.1138,0.0000
square,c300.6/w232.9,C,dobmpc,dc_ey,-0.0226,0.0000
square,c300.6/w232.9,C,dobmpc,dc_radial,0.1161,0.0000
square,c300.6/w232.9,C,dobmpc,std_x,0.7173,0.0000
square,c300.6/w232.9,C,dobmpc,std_y,0.7730,0.0000
square,c300.6/w232.9,C,dobmpc,depth_std,0.0120,0.0000
square,c300.6/w232.9,C,dobmpc,pitch_mean,-0.0101,0.0000
square,c300.6/w232.9,C,dobmpc,pitch_max,1.0209,0.0000
square,c300.6/w232.9,C,dobmpc,IAE,191.0395,0.0000
square,c300.6/w232.9,C,dobmpc,IAE_norm,0.7117,0.0000
square,c300.6/w232.9,C,dobmpc,settling_time,100.0400,0.0000
square,c300.6/w232.9,C,dobmpc,ss_error,0.7117,0.0000
square,c300.6/w232.9,C,dobmpc,control_effort,7814.5250,0.0000
square,c300.6/w232.9,C,dobmpc,slew,13644.1472,0.0000
square,c300.6/w232.9,C,dobmpc,sat_freq,0.0000,0.0000
square,c300.6/w232.9,C,dobmpc,band_dc,0.0062,0.0000
square,c300.6/w232.9,C,dobmpc,band_wave,0.3816,0.0000
square,c300.6/w232.9,C,dobmpc,band_high,0.1708,0.0000
square,c300.6/w232.9,C,dobmpc,est_err_rms,0.1584,0.0000
square,c300.6/w232.9,C,dobmpc,w_x,0.9354,0.0000
square,c300.6/w232.9,C,dobmpc,w_y,-1.6562,0.0000
square,c300.6/w232.9,C,dobmpc,n_fail,0.0000,0.0000
square,c300.6/w232.9,CD,pid,radial_rms,1.4970,0.0000
square,c300.6/w232.9,CD,pid,radial_max,4.5162,0.0000
square,c300.6/w232.9,CD,pid,dc_ex,-0.0033,0.0000
square,c300.6/w232.9,CD,pid,dc_ey,0.0256,0.0000
square,c300.6/w232.9,CD,pid,dc_radial,0.0258,0.0000
square,c300.6/w232.9,CD,pid,std_x,1.0433,0.0000
square,c300.6/w232.9,CD,pid,std_y,1.0733,0.0000
square,c300.6/w232.9,CD,pid,depth_std,0.0877,0.0000
square,c300.6/w232.9,CD,pid,pitch_mean,-1.7589,0.0000
square,c300.6/w232.9,CD,pid,pitch_max,14.9818,0.0000
square,c300.6/w232.9,CD,pid,IAE,236.7238,0.0000
square,c300.6/w232.9,CD,pid,IAE_norm,0.8752,0.0000
square,c300.6/w232.9,CD,pid,settling_time,0.0000,0.0000
square,c300.6/w232.9,CD,pid,ss_error,0.8752,0.0000
square,c300.6/w232.9,CD,pid,control_effort,4879.2037,0.0000
square,c300.6/w232.9,CD,pid,slew,4476.7224,0.0000
square,c300.6/w232.9,CD,pid,sat_freq,0.0000,0.0000
square,c300.6/w232.9,CD,pid,band_dc,0.0076,0.0000
square,c300.6/w232.9,CD,pid,band_wave,0.7622,0.0000
square,c300.6/w232.9,CD,pid,band_high,0.1619,0.0000
square,c300.6/w232.9,CD,pid,est_err_rms,0.0000,0.0000
square,c300.6/w232.9,CD,pid,w_x,0.0000,0.0000
square,c300.6/w232.9,CD,pid,w_y,0.0000,0.0000
square,c300.6/w232.9,CD,pid,n_fail,0.0000,0.0000
square,c300.6/w232.9,CD,mpc,radial_rms,2.9608,0.0000
square,c300.6/w232.9,CD,mpc,radial_max,6.6551,0.0000
square,c300.6/w232.9,CD,mpc,dc_ex,1.2651,0.0000
square,c300.6/w232.9,CD,mpc,dc_ey,-2.3161,0.0000
square,c300.6/w232.9,CD,mpc,dc_radial,2.6391,0.0000
square,c300.6/w232.9,CD,mpc,std_x,0.8421,0.0000
square,c300.6/w232.9,CD,mpc,std_y,1.0451,0.0000
square,c300.6/w232.9,CD,mpc,depth_std,0.0169,0.0000
square,c300.6/w232.9,CD,mpc,pitch_mean,-0.0258,0.0000
square,c300.6/w232.9,CD,mpc,pitch_max,0.7646,0.0000
square,c300.6/w232.9,CD,mpc,IAE,749.7502,0.0000
square,c300.6/w232.9,CD,mpc,IAE_norm,2.8173,0.0000
square,c300.6/w232.9,CD,mpc,settling_time,260.1160,0.0000
square,c300.6/w232.9,CD,mpc,ss_error,2.8173,0.0000
square,c300.6/w232.9,CD,mpc,control_effort,7561.3104,0.0000
square,c300.6/w232.9,CD,mpc,slew,12595.6599,0.0000
square,c300.6/w232.9,CD,mpc,sat_freq,0.0000,0.0000
square,c300.6/w232.9,CD,mpc,band_dc,0.0449,0.0000
square,c300.6/w232.9,CD,mpc,band_wave,0.5157,0.0000
square,c300.6/w232.9,CD,mpc,band_high,0.1687,0.0000
square,c300.6/w232.9,CD,mpc,est_err_rms,0.0000,0.0000
square,c300.6/w232.9,CD,mpc,w_x,0.0000,0.0000
square,c300.6/w232.9,CD,mpc,w_y,0.0000,0.0000
square,c300.6/w232.9,CD,mpc,n_fail,0.0000,0.0000
square,c300.6/w232.9,CD,dobmpc,radial_rms,1.0603,0.0000
square,c300.6/w232.9,CD,dobmpc,radial_max,5.1206,0.0000
square,c300.6/w232.9,CD,dobmpc,dc_ex,-0.1126,0.0000
square,c300.6/w232.9,CD,dobmpc,dc_ey,-0.0224,0.0000
square,c300.6/w232.9,CD,dobmpc,dc_radial,0.1148,0.0000
square,c300.6/w232.9,CD,dobmpc,std_x,0.7170,0.0000
square,c300.6/w232.9,CD,dobmpc,std_y,0.7726,0.0000
square,c300.6/w232.9,CD,dobmpc,depth_std,0.0120,0.0000
square,c300.6/w232.9,CD,dobmpc,pitch_mean,-0.0099,0.0000
square,c300.6/w232.9,CD,dobmpc,pitch_max,1.0208,0.0000
square,c300.6/w232.9,CD,dobmpc,IAE,190.7741,0.0000
square,c300.6/w232.9,CD,dobmpc,IAE_norm,0.7108,0.0000
square,c300.6/w232.9,CD,dobmpc,settling_time,100.0400,0.0000
square,c300.6/w232.9,CD,dobmpc,ss_error,0.7108,0.0000
square,c300.6/w232.9,CD,dobmpc,control_effort,7799.8240,0.0000
square,c300.6/w232.9,CD,dobmpc,slew,14017.7665,0.0000
square,c300.6/w232.9,CD,dobmpc,sat_freq,0.0000,0.0000
square,c300.6/w232.9,CD,dobmpc,band_dc,0.0056,0.0000
square,c300.6/w232.9,CD,dobmpc,band_wave,0.3808,0.0000
