scenario,mode,seed,controller,wall,radial_rms,radial_max,dc_ex,dc_ey,std_x,std_y,depth_std,pitch_mean,pitch_max,IAE,IAE_norm,settling_time,ss_error,control_effort,slew,sat_freq,band_dc,band_wave,band_high,est_err_rms,w_x,w_y,n_fail
dp,C,0,pid,4.63,0.9073486308710025,18.563076990576942,0.07320445672817436,-0.013259847103197435,0.9036936024023348,0.03293470647365799,0.03670883249386317,8.757016668623365,12.5518540915532,173.17528593363457,0.24712708855901677,11.338000000000456,0.24712708855901677,210.7139655922988,3.919276389270841,0.0,1.9677460324513035e-18,0.6699650025570181,0.19087768845904957,0.0,0.0,0.0,0
dp,C,0,mpc,6.64,3.0945509147027686,11.180339887498949,3.094459951174216,-7.322915887238338e-07,0.023727055470759664,3.323800456266338e-05,0.01294451055951305,8.687349076021903,15.04708937973182,377.7867850984442,3.0944599513541475,1.1060000000000008,3.0944599513541475,214.3938219834556,16.07020492610608,0.0,7.249590645873223e-17,0.023000234442627637,0.0007129477476815394,0.0,0.0,0.0,0
dp,C,0,dobmpc,69.3,0.1557606511644497,11.180339887498949,-0.15218668035010333,-1.5112592597266727e-06,0.03317510664615526,8.409471556523296e-05,0.008952150376817257,8.690076312086573,16.852176297144073,27.282774920428665,0.15218672642227446,0.8040000000000006,0.15218672642227446,218.0126595038364,21.05487802694293,0.0,1.3010426069826053e-17,0.0319937281009662,0.002312411362749012,0.007247742488241344,1.5218600973424086,-1.292622064399756e-06,0
dp,C,1,pid,4.6,0.9278360594926918,18.541485323584624,0.0773617189203393,-0.013250993442792318,0.9239234049721641,0.032937374789709165,0.07336171147206087,7.936010824208434,11.391045317451976,174.05345461526437,0.25355726971737025,11.438000000000489,0.25355726971737025,204.225169926455,3.833212934099808,0.0,1.3670656646503793e-17,0.6813693892098915,0.19327708033995852,0.0,0.0,0.0,0
dp,C,1,mpc,6.62,3.0497077768058474,11.180339887498949,3.0496270386725906,-6.750055740771799e-07,0.022191177321516705,2.357411661801768e-05,0.014221465182260919,7.87216774720743,13.906487527137388,372.44863471041407,3.04962703876449,1.1060000000000008,3.04962703876449,207.90171620487638,15.771395120517113,0.0,2.340582122810498e-17,0.0214157309604135,0.00118385809386453,0.0,0.0,0.0,0
dp,C,1,dobmpc,74.57,0.15761727228165148,11.180339887498949,-0.15433955268736205,-1.3213711667632463e-06,0.03197661343864448,5.647143282647853e-05,0.007936491603561389,7.87308922782816,15.702408877763833,27.46706354196875,0.15433956921221134,0.8040000000000006,0.15433956921221134,211.37835237522341,20.57988842515682,0.0,8.239936510889834e-18,0.030798907181709242,0.002518717480889439,0.007403933000710936,1.5280400195851913,-8.821761977519277e-07,0
dp,C,2,pid,4.65,0.9728081699273305,18.514434946635685,0.08412037053558348,-0.01323467464297777,0.9685140436646289,0.03293765853550787,0.1307711924562553,6.185137190122601,8.885227965926317,176.31860881446943,0.2692419385582507,11.538000000000523,0.2692419385582507,195.3582495448284,3.7778380884404035,0.0,1.698475522747441e-17,0.7073602233572732,0.1984589322132158,0.0,0.0,0.0,0
dp,C,2,mpc,6.63,2.9343443205881705,11.180339887498949,2.9342738776383173,-2.8975044594532057e-07,0.020332306685976877,9.065805002959642e-06,0.01596215895996498,6.133849002230027,11.48376332317678,358.75047850240264,2.934273877652425,1.1060000000000008,2.934273877652425,198.98278023771311,15.319281980193903,0.0,6.4210660006305696e-18,0.019417155900778124,0.001960606179739375,0.0,0.0,0.0,0
dp,C,2,dobmpc,78.91,0.16117544223932548,11.180339887498949,-0.15845507280609591,-7.033392553875992e-07,0.02948750089405622,1.9328355799025684e-05,0.005998362365250192,6.132138597674541,13.289370075517846,27.867843764692946,0.15845507450381816,0.8040000000000006,0.15845507450381816,202.17478189868632,19.75619813406412,0.0,4.9582021738740086e-18,0.028384117267497913,0.0024565572688893585,0.0076906291633871224,1.5406353886907185,-3.229418128561118e-07,0
dp,C,3,pid,4.64,1.0027362015348882,18.495314071333123,0.08678422102460297,-0.013223784853339651,0.9983430791497047,0.032933519062011786,0.1535610353131136,4.879444203522123,7.42137062246102,178.01840847137592,0.28084016610738455,11.638000000000556,0.28084016610738455,191.21441805613813,3.8086568264255973,0.0,1.2427869678639811e-18,0.7253543437491493,0.20192455656321015,0.0,0.0,0.0,0
dp,C,3,mpc,6.62,2.8246595153890817,11.180339887498949,2.824593676640643,-6.677746497897013e-08,0.01928573870237443,6.517245479536152e-06,0.014710483503305408,4.837683593585457,9.739702994455326,345.7544540932624,2.8245936766482123,1.1060000000000008,2.8245936766482123,194.73430580130832,15.037577412222824,0.0,5.468262658601517e-17,0.018267780246518428,0.0022227144296291996,0.0,0.0,0.0,0
dp,C,3,dobmpc,65.9,0.16336204240259183,11.180339887498949,-0.16097577590896878,-1.6633106796531402e-07,0.027820072101957857,7.527674627471067e-06,0.005042785635799333,4.834761103675216,11.549562950969486,28.15618554007043,0.16097577617323494,0.8040000000000006,0.16097577617323494,197.72150157322096,19.254056083649953,0.0,3.172990477327727e-17,0.02681357834545028,0.0020849682292242433,0.007864817856768756,1.5476071366228321,-1.4348128236079438e-07,0
dp,C,4,pid,4.65,0.8714654151234446,18.65396127584813,0.06214838941815407,-0.013285597690338324,0.8685211192538874,0.03292576123633741,0.10659819065643428,10.594883074317229,15.06388694550074,172.2221414419646,0.23827458157296366,11.238000000000422,0.23827458157296366,233.7383060788815,4.288523444235068,0.0,2.6823485389730926e-17,0.6515537840792471,0.18642332027994057,0.0,0.0,0.0,0
dp,C,4,mpc,6.79,3.1811977512879173,11.180339887498949,3.1810661773435527,-1.4123893270421605e-07,0.028932742478520415,6.762269436646557e-05,0.008943550306619752,10.511921652727438,17.584107368385567,388.13439482051695,3.181066178065851,1.1560000000000008,3.181066178065851,237.31870118808402,17.001423531518014,0.0,1.153720568500396e-16,0.028211423418778567,0.0010736658104027728,0.0,0.0,0.0,0
dp,C,4,dobmpc,73.62,0.15128621894149222,11.180339887498949,-0.146951792368439,-1.4680290762549173e-06,0.03595356963070203,0.00017773567864734716,0.01146627129064503,10.520222520902879,19.476685490077102,26.874064964428968,0.14707487370046415,0.8040000000000006,0.14707487370046415,241.29277728535368,22.362933204900884,0.0,1.54053801224806e-18,0.0347847640742026,0.0012218055951488448,0.006842634590260408,1.5100908394897399,-2.762157178864899e-06,0
dp,CD,0,pid,4.94,0.9137798638273891,18.278027342519415,0.10614929460766834,-0.013266253891062594,0.906899386183862,0.03291620630826582,0.03434246839279682,9.144760271624278,11.760961902242116,189.07981544402725,0.4284415315752945,11.288000000000439,0.4284415315752945,217.2047266908433,6.991117475819402,0.0,2.4027214712036968e-17,0.6136714825009701,0.17211485582928332,0.0,0.0,0.0,0
dp,CD,0,mpc,6.92,3.180543456505437,11.180339887498949,3.1790117008909804,-7.734663191642273e-07,0.09869793924170873,3.326605428377523e-05,0.023130993841657215,9.084393883503342,14.907766863065135,386.2819664863703,3.179011701070274,1.1060000000000008,3.179011701070274,221.11500079553758,35.07832778320294,0.0,2.864623960926477e-16,0.05392417243347444,0.0019162519201875406,0.0,0.0,0.0,0
dp,CD,0,dobmpc,66.13,0.16324094266972766,11.180339887498949,-0.1551845800713335,-1.4322666500947478e-06,0.05064922797282,8.470827062058423e-05,0.014182321048811716,9.087324672772185,16.738439336660633,27.566635233317648,0.15518461414982487,0.8040000000000006,0.15518461414982487,225.05859438310182,302.1681178621292,0.0,1.4110810364288954e-17,0.04974441274205355,0.0018512390306011724,0.03392989608583631,1.5659958542674532,-1.320021578768839e-06,0
dp,CD,1,pid,4.9,1.0265626436219106,18.104616335739696,-0.18507939471016865,-0.013262838696423224,1.0091160302746376,0.032945614066103156,0.0767317904775188,6.448517157174172,11.231145154801006,207.40865902755385,0.5732694101398117,11.288000000000439,0.5732694101398117,174.57277086834898,6.725034204826339,0.0,7.870984129805214e-18,0.7150529916025136,0.20901922187226665,0.0,0.0,0.0,0
dp,CD,1,mpc,6.91,2.6595222447926434,11.180339887498949,2.654580054335925,-7.16531625524544e-07,0.16205957290035594,2.235214055398602e-05,0.030529603720251416,6.386423842552938,13.605964797356293,328.41970872226057,2.6545800544217637,1.1060000000000008,2.6545800544217637,178.32539203316333,33.35804203495678,0.0,1.0232279368746779e-16,0.06588649344153871,0.01524650416462576,0.0,0.0,0.0,0
dp,CD,1,dobmpc,72.48,0.14330620462729823,11.180339887498949,-0.13544667190954357,-1.3943766677712295e-06,0.04680667261871915,5.243786127136899e-05,0.010779326349404785,6.384542804704414,15.418405920661804,25.45759606099892,0.13560235871576745,0.8040000000000006,0.13560235871576745,181.88296540973852,288.3846934398764,0.0,1.9599786139021537e-17,0.04500589970246598,0.0020773996226892085,0.03253873045399383,1.3246789529201521,-8.062848752662578e-07,0
dp,CD,2,pid,4.96,1.1302900089635626,17.914400927832716,0.05906528059205869,-0.013251164344062582,1.1281877911303617,0.032916737070280165,0.1363590882682546,6.773900200257031,8.47474111169587,210.43301255380666,0.6241131397025346,11.788000000000606,0.6241131397025346,207.68204404821745,6.543350851728156,0.0,4.556885548834598e-18,0.6937621203868829,0.2142156092718682,0.0,0.0,0.0,0
dp,CD,2,mpc,6.93,3.0981677841346604,11.180339887498949,3.0950233151421083,-2.729614626915959e-07,0.13955033962693694,9.303397829345415e-06,0.030209355049278675,6.715908709725546,11.311028640325338,375.36771864689075,3.0950233151563062,1.1060000000000008,3.0950233151563062,211.31752362988692,33.32150570203617,0.0,2.390293601525057e-16,0.039871354457056384,0.0075312529878382006,0.0,0.0,0.0,0
dp,CD,2,dobmpc,76.17,0.16984061581947388,11.180339887498949,-0.16569855579910997,-5.811953474976339e-07,0.037280329235890725,2.0970292651960612e-05,0.00809633275584961,6.712951889364723,13.102349385867592,28.724082779913402,0.16569855771814465,0.8040000000000006,0.16569855771814465,214.71450105303103,299.0811246014099,0.0,7.974549710460546e-18,0.036065760945692846,0.002275512217924112,0.0327045619827456,1.6212448947117732,-2.973081840538169e-07,0
dp,CD,3,pid,4.89,1.1527344202022691,18.965514312985864,0.25411777895527626,-0.01321076320749554,1.1238154249014727,0.03294183399413851,0.15567608428080187,5.624063682264638,7.654503936928413,228.12336428863503,0.7037616419466612,11.638000000000556,0.7037616419466612,211.86499439759592,6.719919709253208,0.0,2.3820083550726304e-17,0.7682385197039021,0.19305541413157884,0.0,0.0,0.0,0
dp,CD,3,mpc,7.15,3.0667956485037164,11.180339887498949,3.0639945832370405,-7.046456406610631e-08,0.1310448149714956,6.6696293868628e-06,0.027158376644030063,5.583183027795709,9.889645585695545,372.81234908872307,3.0639945832448374,1.1060000000000008,3.0639945832448374,215.25318894250432,32.75460897127431,0.0,1.5534837098299765e-16,0.05080858108166061,0.008266338233471556,0.0,0.0,0.0,0
dp,CD,3,dobmpc,79.62,0.17482736913051125,11.180339887498949,-0.17214830909573822,-1.8847832593647247e-07,0.030488827604586884,7.989772756855742e-06,0.005692262248087512,5.580887827907287,11.725873992069342,29.353435084912334,0.17214830939249173,0.8040000000000006,0.17214830939249173,218.54172106398678,283.46181139120785,0.0,1.2518489561713228e-17,0.028264531838336184,0.003264587546408742,0.03275886495450711,1.670401606421196,-1.565429677844104e-07,0
dp,CD,4,pid,4.92,0.9968377269628856,18.725479890302385,0.06326245840199061,-0.013283144641430055,0.994194795348198,0.0329178101406892,0.12451403379075171,11.342561749749573,15.048479707454645,197.23649409444997,0.4624768621006326,11.538000000000523,0.4624768621006326,247.110931169162,7.270646911368313,0.0,3.614438764871079e-17,0.5872312655115822,0.1556722577511051,0.0,0.0,0.0,0
