t,px,py,pz,qw,qx,qy,qz,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,cur_x,cur_y,cur_z,wav_x,wav_y,wav_z,kick_x,kick_y,kick_z,u0,u1,u2,u3,u4,u5,dist_on
7.817999999999361,-0.0014036644249458175,-0.0006604791624778238,-0.0028993574014680823,0.9972827410495391,0.003425483867238185,0.07358914299697446,-0.00019620897960748678,0.006878022268005498,0.14731192878298893,0.00011404033394297223,-0.00045266960656538575,0.0018033761860979758,-0.0008726417903093793,0.013998280954527872,0.17105724707183426,-0.0012052419103090292,0.2,0.0,0.0,-0.01142500784520412,-0.010344022532307593,0.024685321396435266,0.0,0.0,0.0,-0.3012705817152478,-0.3531694084717262,0.39892849193593216,0.2555127074985255,-0.5913312914873358,-0.6819452649906973,1.0
7.851999999999357,-0.0014174204374265932,-0.0006002183920581956,-0.0029289489625084716,0.9970653700244264,0.0036571034934213572,0.07646713742689087,-0.00022446787871393772,0.007344367926188183,0.153084327999315,0.00011299965301059885,-0.0003518834562275152,0.001737483883523696,-0.0008646975874790653,0.013362856939322591,0.16808914650948134,-0.0012775677372599192,0.2,0.0,0.0,-0.013297452060787739,-0.0106428756956472,0.023861570192720494,0.0,0.0,0.0,-0.292824143403923,-0.34192029474237745,0.38768476480763303,0.24706084619351454,-0.5481476845421057,-0.6361661336806328,1.0
7.8859999999993535,-0.0014272655339736115,-0.0005422303821816578,-0.0029575224025473338,0.9968439009617595,0.003877577701660338,0.07929147101045052,-0.00025324199509550456,0.007788533367183265,0.15875035862658016,0.0001114334114565895,-0.00022980353529344024,0.0016707922201212892,-0.0008284570305846402,0.012695214371990303,0.1647652440579002,-0.0013422620644505515,0.2,0.0,0.0,-0.015116987740813914,-0.010929816690923523,0.02293336180039214,0.0,0.0,0.0,-0.292824143403923,-0.34192029474237745,0.38768476480763303,0.24706084619351454,-0.5481476845421057,-0.6361661336806328,1.0
7.91999999999935,-0.001433329960729708,-0.00048646601349088946,-0.0029852776475490328,0.9966192394031641,0.004086380608091431,0.08205676946608685,-0.0002823646106192648,0.008209436865232265,0.164299209442255,0.00010928205371169482,-0.0001115881840800306,0.0016047284227743647,-0.0007879372073918787,0.01199729983432972,0.16113828920623338,-0.0013988590882135924,0.2,0.0,0.0,-0.016876005177259953,-0.011203005279396236,0.0219040955582413,0.0,0.0,0.0,-0.2866868255056145,-0.3322193488508678,0.37788827313098,0.24101904481505237,-0.5060887144364857,-0.5907119123607412,1.0
7.953999999999346,-0.0014354076092504128,-0.0004329123973042418,-0.003011754764082433,0.9963923358553225,0.004283021269029209,0.08475772323462907,-0.0003116563240277721,0.008606064630735072,0.16972018529071312,0.00010650456787625498,-1.9454489909703077e-06,0.0015411630301433125,-0.0007586052512341945,0.01127104692367285,0.15722215917033186,-0.0014479886748874774,0.2,0.0,0.0,-0.018567119665806823,-0.01146060624079489,0.02077772652463823,0.0,0.0,0.0,-0.2829677122636577,-0.324075898833687,0.36956664024060615,0.23747809252712884,-0.46589522288497115,-0.5462478568872183,1.0
7.987999999999342,-0.0014334744277482564,-0.0003815560613204899,-0.0030365990105920993,0.9961641520699773,0.004467043856387133,0.08738942392480811,-0.00034093397752146327,0.008977470951422057,0.1750033827760384,0.00010306660999527622,0.00011652615559962532,0.0014776317683255677,-0.0007115619157045466,0.010518422607231168,0.15300604962692385,-0.0014878397779108277,0.2,0.0,0.0,-0.020183213393249015,-0.011700806307231654,0.019558744563371498,0.0,0.0,0.0,-0.2829677122636577,-0.324075898833687,0.36956664024060615,0.23747809252712884,-0.46589522288497115,-0.5462478568872183,1.0
8.021999999999348,-0.001427704886399069,-0.00033231359143042437,-0.00306001578808624,0.9959356638861266,0.004638026641914597,0.08994723559133165,-0.0003700243849118811,0.00932277421987709,0.18013943298980628,9.89149579259357e-05,0.00023393828915991264,0.0014143180380606784,-0.000651817698533001,0.009741486782752634,0.14852403191311028,-0.0015189155951178786,0.2,0.0,0.0,-0.02171747580157774,-0.011921830499917999,0.018252153041437152,0.0,0.0,0.0,-0.28172892832701496,-0.3174764265553781,0.3627237682411374,0.23648269382843629,-0.4282756655373819,-0.5034283994666925,1.0
8.05599999999936,-0.0014180215654727277,-0.0002851633731849388,-0.0030815677266797037,0.9957078663744319,0.004795584785569862,0.0924266639712102,-0.0003987402567141069,0.009641167331717873,0.18511923959770774,9.402873245830436e-05,0.0003444817886993763,0.0013543374421682434,-0.0006012098365784242,0.008942274712383118,0.14379253613240103,-0.001542592987149224,0.2,0.0,0.0,-0.023163454857499825,-0.012121960767183484,0.01686345578900376,0.0,0.0,0.0,-0.2829846269733692,-0.3123858642061164,0.35733958102300756,0.23803201025775408,-0.3938862298864346,-0.46287796692003746,1.0
8.089999999999371,-0.0014044728316305304,-0.00024009494819305903,-0.003100869571840412,0.9954817469005931,0.0049393695341829955,0.09482358342890779,-0.0004268981703820466,0.009931914177115322,0.18993443572408106,8.838828607580283e-05,0.0004559102329951262,0.0012952978393012441,-0.0005402183256614647,0.0081228438819109,0.13881675555909653,-0.0015570296957574605,0.2,0.0,0.0,-0.024515093593737287,-0.012299550894071263,0.015398624312191727,0.0,0.0,0.0,-0.2829846269733692,-0.3123858642061164,0.35733958102300756,0.23803201025775408,-0.3938862298864346,-0.46287796692003746,1.0
8.123999999999382,-0.0013872338941824632,-0.00019700014082452656,-0.003118098834927841,0.9952582870179176,0.005069066433527225,0.0971341354266722,-0.0004543375012562432,0.010194342877168446,0.19457718155608372,8.193866732449554e-05,0.0005653199579496351,0.0012353996128727403,-0.00046217559435441215,0.007285341865145678,0.1336210028729569,-0.001562617396231471,0.2,0.0,0.0,-0.025766763781395308,-0.01245304033490196,0.013864063973704566,0.0,0.0,0.0,-0.2867038208405281,-0.30875190222570087,0.35337311521089754,0.24208370811409552,-0.36332036510383003,-0.4251807519629063,1.0
8.157999999999394,-0.001366351400953537,-0.00015585318195078323,-0.0031328883494211647,0.9950384593638145,0.005184399383863293,0.09935469360873102,-0.0004808823456485826,0.010427862024154086,0.19904009508960366,7.467019437217187e-05,0.0006693327203111197,0.00117947927394607,-0.00039192708712580796,0.006431891673610345,0.1282186707022023,-0.0015617178865976532,0.2,0.0,0.0,-0.026913311322790318,-0.012580970531929327,0.012266586101958365,0.0,0.0,0.0,-0.2928124419485681,-0.3065075147268572,0.35076446363038966,0.2485566004439727,-0.33709336450598376,-0.3908651875188179,1.0
8.191999999999405,-0.0013419724311695177,-0.00011665489421034257,-0.003144883835327094,0.99482321027046,0.005285129238112381,0.10148197530322373,-0.0005063641658758562,0.010631954717605202,0.20331647781077059,6.657637939731435e-05,0.0007701583589936956,0.0011255871439782928,-0.0003170318303664738,0.005564631080070744,0.1226243851269204,-0.0015528717596003262,0.2,0.0,0.0,-0.027950084617428737,-0.012681996820338617,0.010613365087464511,0.0,0.0,0.0,-0.2928124419485681,-0.3065075147268572,0.35076446363038966,0.2485566004439727,-0.33709336450598376,-0.3908651875188179,1.0
8.225999999999416,-0.0013142497454782937,-7.928407214268154e-05,-0.0031542236367138525,0.9946134676144177,0.005371050993335656,0.10351289901613803,-0.0005306491547594489,0.010806167561088825,0.2074000300593171,5.7598893849124755e-05,0.0008649740145104126,0.0010691664817518965,-0.00022436655418723529,0.0046857800931890264,0.11686128800099702,-0.0015355999666977387,0.2,0.0,0.0,-0.028872958830355674,-0.012754898957198476,0.008911894331270789,0.0,0.0,0.0,-0.30119588343887915,-0.30557406940755494,0.3494368287445025,0.2573342452666673,-0.3156290527430189,-0.36039018081931656,1.0
8.259999999999428,-0.0012833300743306196,-4.371157140046952e-05,-0.0031606445898060683,0.994410123807326,0.005441999149784138,0.1054446957187236,-0.0005535878773870097,0.010950132889334807,0.21128507566246785,4.7734621526263426e-05,0.0009559539384451317,0.0010171804683683434,-0.00013855108991946735,0.0037975415148250573,0.11093475738367892,-0.0015133686099098528,0.2,0.0,0.0,-0.029678370201445835,-0.012798593839475018,0.007169945029064368,0.0,0.0,0.0,-0.3117025054155171,-0.3058627003471024,0.3492990338621828,0.26826731301219986,-0.2992579792222665,-0.33414238392490353,1.0
8.29399999999944,-0.001249465453181142,-9.953885662585223e-06,-0.0031638774295181357,0.9942140280253723,0.005497846183282788,0.10727492482724817,-0.0005750375788126457,0.011063562130275886,0.2149665959091733,3.6992657816815004e-05,0.0010431517201605102,0.0009685218943808504,-5.223043916047342e-05,0.002902126878275124,0.10486298745002981,-0.001485298846908299,0.2,0.0,0.0,-0.03036333378695253,-0.012812143901104392,0.005395515680892987,0.0,0.0,0.0,-0.3117025054155171,-0.3058627003471024,0.3492990338621828,0.26826731301219986,-0.2992579792222665,-0.33414238392490353,1.0
8.32799999999945,-0.0012127825065173052,2.2109800816463602e-05,-0.003164029505408611,0.9940260046897407,0.005538498461827281,0.10900125287886957,-0.0005949001397406282,0.011146229261641733,0.21843978630397,2.531570822345431e-05,0.001117985468739823,0.0009152242497934644,4.8856498051072214e-05,0.0020018157975958614,0.09867548018058056,-0.001449429258011399,0.2,0.0,0.0,-0.030925456281355096,-0.012794764032026168,0.003596780927097968,0.0,0.0,0.0,-0.3241490971898747,-0.3072794481624692,0.3502500406090313,0.2811796714711884,-0.2882022036640109,-0.3124201026377761,1.0
8.361999999999462,-0.001173488945179273,5.251431808566396e-05,-0.003160958576419385,0.9938468214873523,0.005563902709510137,0.1106217092633824,-0.0006130626186976757,0.011197998139845693,0.22170057170800847,1.2707195455736921e-05,0.0011907515911449278,0.0008666407785100921,0.00014371984525762382,0.0010988795866864747,0.09236577028277398,-0.0014104976359705906,0.2,0.0,0.0,-0.03136295520550787,-0.012745829933510658,0.0017820409055887502,0.0,0.0,0.0,-0.3383258403684431,-0.30972728488193496,0.35218185025898346,0.29587247243749004,-0.28256893656705195,-0.2954250239036524,1.0
8.395999999999473,-0.0011319307284835655,8.122703654287193e-05,-0.003154521600218398,0.9936771882650375,0.005574044851117548,0.11213464845166232,-0.0006294142598684468,0.011218817284168821,0.22474553212681633,-8.022399869081583e-07,0.001262184329323394,0.0008228464038240747,0.0002368979292297959,0.0001955913544957611,0.08595083046889465,-0.0013683678225602817,0.2,0.0,0.0,-0.031674664070559334,-0.012664882835321268,-4.033345187271819e-05,0.0,0.0,0.0,-0.3383258403684431,-0.30972728488193496,0.35218185025898346,0.29587247243749004,-0.28256893656705195,-0.2954250239036524,1.0
8.429999999999485,-0.0010882213085965534,0.00010835443790147176,-0.003144819886957922,0.9935177879208879,0.005568944444988805,0.1135384399206263,-0.0006438966894697732,0.011208696733003115,0.227571280582515,-1.526056029268789e-05,0.001313277935843855,0.0007720837738537907,0.00033829817089761323,-0.000705694712792295,0.07947245859427204,-0.0013188772479606065,0.2,0.0,0.0,-0.03186003251007231,-0.012551632833198007,-0.0018619548589816797,0.0,0.0,0.0,-0.35400137026914297,-0.31310978655078797,0.35498267732047173,0.3121297121602071,-0.28235414599613146,-0.2832640709170754,1.0
8.463999999999496,-0.001042580695917689,0.00013394128422589328,-0.0031318278356986104,0.9933692332937633,0.005548664041726456,0.11483182381114614,-0.000656439577598563,0.011167743103728757,0.23017517934683657,-3.0655840099469744e-05,0.0013642847111481299,0.0007261547108427992,0.0004338906869829319,-0.0016023714049804882,0.07290998230655851,-0.00126841827646606,0.2,0.0,0.0,-0.03191912839098818,-0.012405962687858303,-0.0036744742510995956,0.0,0.0,0.0,-0.3709317003886461,-0.31733058197752806,0.3585444600389597,0.32971909407014827,-0.28744209673225196,-0.27594763027158586,1.0
8.497999999999507,-0.000995424066312115,0.0001579417208830083,-0.003115549841649068,0.9932320672054611,0.005513312684552573,0.11601387508204178,-0.0006669681081231062,0.011096165684508146,0.2325552692533787,-4.6930011786872754e-05,0.0014188568371552618,0.0006865195051511774,0.0005278232120077727,-0.0024917372107756868,0.0662756662216199,-0.0012178553897573001,0.2,0.0,0.0,-0.03185262912899524,-0.012227928851353433,-0.005469635507170646,0.0,0.0,0.0,-0.3709317003886461,-0.31733058197752806,0.3585444600389597,0.32971909407014827,-0.28744209673225196,-0.27594763027158586,1.0
8.531999999999519,-0.0009468765811341507,0.00018043515110563365,-0.0030961181510294217,0.9931068047231175,0.005463039028585921,0.11708361697531935,-0.0006754651648031149,0.010994246962166644,0.2347094932029281,-6.411116847998468e-05,0.0014443231374847852,0.0006376408208802532,0.0006205140051484442,-0.0033710846068519974,0.05962757373772312,-0.0011597764542196167,0.2,0.0,0.0,-0.03166180880317015,-0.012017761402673886,-0.007239328790642414,0.0,0.0,0.0,-0.38885420224439665,-0.32230785008015467,0.36275399733222874,0.3484093690485159,-0.29761209222351187,-0.2733936560542348,1.0
8.56599999999953,-0.0008971187094731528,0.00020148113702517963,-0.003073598773336865,0.9929938868372972,0.005398038182477924,0.11804040363289414,-0.0006819074141772004,0.010862372847790718,0.23663646668098517,-8.21766752801464e-05,0.0014718337040468758,0.0005935798437393184,0.0007077411032706243,-0.004237735789862784,0.052930023173755544,-0.0011026407509876412,0.2,0.0,0.0,-0.03134852373195356,-0.01177586359162148,-0.008975643108833574,0.0,0.0,0.0,-0.40750442902491907,-0.3279652764457515,0.367507100708365,0.3679639637331875,-0.3125479905574077,-0.27543470675113063,1.0
8.599999999999541,-0.0008466013369959502,0.00022102612633563993,-0.0030481425600912457,0.9928936747063375,0.005318553184341325,0.11888394668636384,-0.0006862510067390496,0.010701039652618696,0.2383355321828058,-0.00010102307364962634,0.0015095024429430807,0.0005571963844460519,0.0007955108480712268,-0.005089060002658949,0.04618843941767005,-0.0010487075085094644,0.2,0.0,0.0,-0.030915189664035465,-0.01150280921021757,-0.010670916188115361,0.0,0.0,0.0,-0.40750442902491907,-0.3279652764457515,0.367507100708365,0.3679639637331875,-0.3125479905574077,-0.27543470675113063,1.0
