scenario,direction_deg,mode,seed,controller,wall,radial_rms,radial_max,dc_ex,dc_ey,dc_radial,std_x,std_y,depth_std,pitch_mean,pitch_max,IAE,IAE_norm,settling_time,ss_error,control_effort,slew,sat_freq,band_dc,band_wave,band_high,est_err_rms,w_x,w_y,n_fail
square,300.6,NONE,0,pid,5.72,17.76738697873636,25.30452734674842,0.6062865069265158,0.6546572001917262,0.8922776351809037,15.78886919773798,8.099104279526669,2.1998485676614492e-14,-2.920314118676245e-14,5.809915334772635e-13,2246.6717008306837,17.05858767087003,0.0,17.05858767087003,545.3782870952491,441.9946949617568,0.0,4.2950166407952e-16,6.789281158006743,0.680164668706876,0.0,0.0,0.0,0
square,300.6,NONE,0,mpc,8.38,2.127458499107091,7.725652129171362,-0.0056970367680208925,0.15814915940793559,0.1582517388510243,1.3497798194223636,1.6368049644517075,0.08089464168526986,0.025922830943219382,2.0311857342954625,152.20544332697656,1.1481451076709628,127.80799999988353,1.1481451076709628,2742.8499608615475,5012.150560982946,0.0,5.4657133520007703e-17,0.9946785081313735,0.18350211230006538,0.0,0.0,0.0,0
square,300.6,NONE,0,dobmpc,73.41,2.1601268291648257,7.735524518519401,-0.004962884411233643,0.15899415950205525,0.1590715970167027,1.377701301379848,1.6561350395654675,0.0803618444683965,0.02563267825841518,2.0034089642123103,154.84848689656144,1.1681331390664178,127.85999999988341,1.1681331390664178,2780.3863863738825,5097.569448135864,0.0,3.6468864426356495e-17,1.022987256944468,0.18305010096958654,0.17851483064260823,-0.0011820943801589174,-0.0008149104769759236,0
square,300.6,C,0,pid,5.87,21.607009075671417,34.75786237606957,0.8842325902701323,0.5470880345539149,1.0397944947189772,18.994880741073892,10.245788121822518,0.471277551230607,-2.1668901666462292,14.106333026036786,2739.183218760828,20.761489697339858,0.0,20.761489697339858,977.7511627186273,477.9498891953307,0.0,1.251205191660717e-15,8.095536648741776,1.0463770604293774,0.0,0.0,0.0,0
square,300.6,C,0,mpc,8.97,3.341555941721059,8.275303426267435,1.2881378748000645,-2.316876883656971,2.6508899785767164,1.4140074921451953,1.4626555456737274,0.009460923165452119,-0.027403294577283226,0.06404547475031651,412.03945107384783,3.0720644968039412,120.7879999998999,3.0720644968039412,2304.531002401046,2489.781176359391,0.0,1.52799925634481e-16,1.044994826342604,0.18516161517418173,0.0,0.0,0.0,0
square,300.6,C,0,dobmpc,88.44,2.086596607804241,7.098856276307296,-0.13249485887901352,0.09167699411653828,0.16111970357350308,1.3790123412458921,1.557642708554204,0.052626736572845355,0.006073386498979751,1.793479208629751,151.10511052161684,1.1353185534408017,127.75599999988366,1.1353185534408017,2730.4432482429693,3515.454604364333,0.0,1.2187063555136853e-17,1.0299527080226911,0.18384982709453165,0.11493855626211603,0.9567949465253401,-1.6836536075279585,0
square,300.6,CD,0,pid,6.22,21.699740034496326,35.26728526671198,0.9250227954725276,0.5111508397824113,1.056854934773015,19.064388700733677,10.310715720982063,0.4845925635503171,-2.249538974210421,14.331458700058118,2747.102076218435,20.8474787888375,0.0,20.8474787888375,992.4991890051423,478.95274903195445,0.0,8.464469596476869e-16,8.090962495783561,1.0283326280047085,0.0,0.0,0.0,0
square,300.6,CD,0,mpc,8.81,3.3975103344628774,8.375954776568488,1.3188567114842806,-2.3719169880246715,2.7139221108033222,1.419226957547314,1.4708834393812065,0.00949687869807934,-0.02739069330575596,0.0635515667622381,418.1887085701211,3.1275206346451396,120.7879999998999,3.1275206346451396,2323.9963119964373,2505.9268347606153,0.0,3.0190680170679934e-17,1.0496690081436413,0.18512744451086582,0.0,0.0,0.0,0
square,300.6,CD,0,dobmpc,82.85,2.0863138429777726,7.094426831965865,-0.13516762800412133,0.09038270587206162,0.16260172563972417,1.3789692045437811,1.5571480543415117,0.05250641482837171,0.005670910992331633,1.790700457022618,151.26439713965175,1.1367057896430446,127.75599999988366,1.1367057896430446,2746.771149158705,3724.546897076535,0.0,8.494013992974171e-18,1.0301781482342112,0.18386787284651,0.1254898775837925,0.9793023866587804,-1.7243130256717585,0
square,300.6,CW,0,pid,9.82,49.99482363417033,160.49475562148766,15.831257770694354,0.4203708530614949,15.83683788691019,45.59260449529708,13.038073910318909,4.24840169875467,-2.4472067702701605,29.599778933704403,5467.113786826988,42.10019396776183,0.0,42.10019396776183,1467.505922165641,779.1561762746135,0.0,2.3458250818857363e-15,36.863633439821804,1.9974965000434999,0.0,0.0,0.0,0
