scenario,direction_deg,wave_deg,mode,seed,controller,wall,radial_rms,radial_max,dc_ex,dc_ey,dc_radial,std_x,std_y,depth_std,pitch_mean,pitch_max,IAE,IAE_norm,settling_time,ss_error,control_effort,slew,sat_freq,band_dc,band_wave,band_high,est_err_rms,w_x,w_y,n_fail
square,0.0,0.0,NONE,0,pid,4.26,1.3352414035826852,4.010044376695693,-0.00837925859580898,0.12111303185587442,0.12140254717236162,0.9443847297643464,0.9360921480118529,7.873483391957171e-15,-9.483295050041561e-15,7.613606935535015e-13,37.36041145297169,0.6794047580834062,0.0,0.6794047580834062,757.9831761214325,846.9669769339097,0.0,2.4440506865284476e-17,0.6775458113962022,0.161906720937312,0.0,0.0,0.0,0
square,0.0,0.0,NONE,0,mpc,5.72,2.126346107395564,7.725652129171362,-0.012680904349144767,0.30513716829441984,0.3054005514236169,1.3005474426692627,1.6542837184089245,0.08665536431708545,0.030885287883051782,2.0238551130783624,59.03104365555771,1.1215679454944212,47.80400000001246,1.1215679454944212,1056.5885136487102,1959.7474436501661,0.0,2.834058774804264e-17,0.9524557371928674,0.17856923517447984,0.0,0.0,0.0,0
square,0.0,0.0,C,0,pid,4.31,1.4747254161354546,4.338940881869897,0.0047042180185250925,0.1275541220618527,0.12764083877088805,1.0843196090807534,0.9913495118457041,0.10577493698235249,-3.0073166755265457,19.657091576404884,46.47264268198786,0.8275672979227582,0.0,0.8275672979227582,930.9045235266208,838.0887572829693,0.0,3.1460652454249165e-17,0.7541054401850417,0.16759873979602297,0.0,0.0,0.0,0
square,0.0,0.0,C,0,mpc,5.71,3.5335759166047436,7.824672993602625,2.9364134893850076,0.16792518989199634,2.9412111535968477,1.3761589486356274,1.3934210621548107,0.00969664104235595,-0.031061492323086633,0.06493498144115373,170.30664585365426,3.301739218453576,41.4540000000047,3.301739218453576,972.4873486376648,1043.3433755126766,0.0,2.4700512257468354e-17,0.9417660903043946,0.17374331666174145,0.0,0.0,0.0,0
square,0.0,0.0,CD,0,pid,4.52,1.4354400023380223,4.314461173457391,0.0208612055124445,0.12804556810943882,0.1297337943941415,1.025219852619037,0.9962837932537494,0.13856507567964643,-3.135877436454257,21.249507393079966,46.75338930471485,0.8369351906091169,0.0,0.8369351906091169,932.9020557156782,847.0820636035264,0.0,4.901101642666089e-17,0.6906379800351102,0.16393167760164837,0.0,0.0,0.0,0
square,0.0,0.0,CD,0,mpc,6.01,3.6151227422549876,7.822137958083484,3.028687551391751,0.1680476951238388,3.0333460586935668,1.3845632728395627,1.3967493237088848,0.009713168642550103,-0.03113247733836535,0.06531783618523303,173.54671541330288,3.386283664519681,41.4540000000047,3.386283664519681,983.0544552966085,1048.9951717192698,0.0,6.214128873194671e-17,0.9474257370063934,0.17374621430079906,0.0,0.0,0.0,0
square,0.0,0.0,CW,0,pid,6.67,18.641954393611602,74.61265921226634,6.26856260302541,1.5052772569605446,6.44676172418148,16.563396913547333,5.622775966496823,11.016275485662847,-3.1060673992643255,52.593233152575436,412.3298774582876,9.197669112414337,0.0,9.197669112414337,2079.498896878495,1339.8980021545622,0.0,2.433650470841093e-16,11.585568861478173,0.41279655402407317,0.0,0.0,0.0,0
square,0.0,0.0,CW,0,mpc,8.24,9.267625129255162,31.72037711788706,4.506473829572213,0.2336552542050358,4.5125271361441,7.928504738220566,1.6324175317543383,0.9063960314146978,-0.030066224779939366,1.899123822373046,314.57973933082013,6.517316884589751,0.0,6.517316884589751,1578.9768745814736,1597.7186883326103,0.0,2.5376526277146434e-16,6.992950364894356,0.4394160257592724,0.0,0.0,0.0,0
square,0.0,0.0,CDW,0,pid,6.94,19.150108249405168,76.11889261547752,6.485225723641541,1.6111730695813131,6.6823671963403815,16.97184029192285,5.8334596700992165,11.237980587209782,-3.164581982116864,52.70869722494701,421.56943482178696,9.415801979818246,0.0,9.415801979818246,2112.472876182129,1348.159967443049,0.0,2.16324486296986e-16,11.812800820465304,0.4136945377357429,0.0,0.0,0.0,0
square,0.0,0.0,CDW,0,mpc,8.54,9.519936839231683,32.64622847803956,4.692981514975506,0.21192872152108638,4.697764285583873,8.114105942000052,1.6496947905756998,0.9321222335243885,-0.05283475652078895,1.898826463066555,319.72150552951655,6.643927089767367,0.0,6.643927089767367,1950.730105365059,2509.871282155641,0.0,6.136127255539507e-16,7.102860105566893,0.4439609577622582,0.0,0.0,0.0,0
